borough,communitydistrict,waste type,month,year,quantity
Queens,8,school organic,10,2017,0.0
Queens,9,school organic,10,2017,37.1
Queens,10,school organic,10,2017,0.0
Queens,11,school organic,10,2017,0.0
Queens,12,school organic,10,2017,0.0
Queens,13,school organic,10,2017,0.0
Queens,14,school organic,10,2017,0.0
Staten Island,1,school organic,10,2017,0.0
Staten Island,2,school organic,10,2017,45.2
Staten Island,3,school organic,10,2017,36.3
Bronx,1,school organic,9,2017,0.0
Bronx,2,school organic,9,2017,0.0
Bronx,3,school organic,9,2017,0.0
Bronx,4,school organic,9,2017,0.0
Bronx,5,school organic,9,2017,0.0
Bronx,6,school organic,9,2017,58.7
Bronx,7,school organic,9,2017,0.0
Bronx,8,school organic,9,2017,0.0
Bronx,9,school organic,9,2017,0.0
Bronx,10,school organic,9,2017,0.0
Bronx,11,school organic,9,2017,0.0
Bronx,12,school organic,9,2017,0.0
Brooklyn,1,school organic,9,2017,0.0
Brooklyn,2,school organic,9,2017,24.9
Brooklyn,3,school organic,9,2017,0.0
Brooklyn,4,school organic,9,2017,0.0
Brooklyn,5,school organic,9,2017,0.0
Brooklyn,6,school organic,9,2017,37.5
Brooklyn,7,school organic,9,2017,61.2
Brooklyn,8,school organic,9,2017,12.1
Brooklyn,9,school organic,9,2017,14.6
Brooklyn,10,school organic,9,2017,0.0
Brooklyn,11,school organic,9,2017,0.0
Brooklyn,12,school organic,9,2017,0.0
Brooklyn,13,school organic,9,2017,0.0
Brooklyn,14,school organic,9,2017,29.6
Brooklyn,15,school organic,9,2017,0.0
Brooklyn,16,school organic,9,2017,0.0
Brooklyn,17,school organic,9,2017,0.0
Brooklyn,18,school organic,9,2017,0.0
Manhattan,1,school organic,9,2017,0.0
Manhattan,2,school organic,9,2017,13.8
Manhattan,3,school organic,9,2017,43.4
Manhattan,4,school organic,9,2017,0.0
Manhattan,5,school organic,9,2017,0.0
Manhattan,6,school organic,9,2017,0.0
Manhattan,7,school organic,9,2017,27.0
Manhattan,8,school organic,9,2017,0.0
Manhattan,9,school organic,9,2017,50.5
Manhattan,10,school organic,9,2017,40.8
Manhattan,11,school organic,9,2017,0.0
Manhattan,12,school organic,9,2017,29.1
Queens,1,school organic,9,2017,0.0
Queens,2,school organic,9,2017,0.0
Queens,3,school organic,9,2017,0.0
Queens,4,school organic,9,2017,0.0
Queens,5,school organic,9,2017,55.5
Queens,6,school organic,9,2017,0.0
Queens,7,school organic,9,2017,0.0
Queens,8,school organic,9,2017,0.0
Queens,9,school organic,9,2017,25.0
Queens,10,school organic,9,2017,0.0
Queens,11,school organic,9,2017,0.0
Queens,12,school organic,9,2017,0.0
Queens,13,school organic,9,2017,0.0
Queens,14,school organic,9,2017,0.0
Staten Island,1,school organic,9,2017,0.0
Staten Island,2,school organic,9,2017,32.6
Staten Island,3,school organic,9,2017,25.6
Bronx,1,school organic,8,2017,0.0
Bronx,2,school organic,8,2017,0.0
Bronx,3,school organic,8,2017,0.0
Bronx,4,school organic,8,2017,0.0
Bronx,5,school organic,8,2017,0.0
Bronx,6,school organic,8,2017,0.0
Bronx,7,school organic,8,2017,0.0
Bronx,8,school organic,8,2017,0.0
Bronx,9,school organic,8,2017,0.0
Bronx,10,school organic,8,2017,0.0
Bronx,11,school organic,8,2017,0.0
Bronx,12,school organic,8,2017,0.0
Brooklyn,1,school organic,8,2017,0.0
Brooklyn,2,school organic,8,2017,0.0
Brooklyn,3,school organic,8,2017,0.0
Brooklyn,4,school organic,8,2017,0.0
Brooklyn,5,school organic,8,2017,0.0
Brooklyn,6,school organic,8,2017,0.0
Brooklyn,7,school organic,8,2017,0.0
Brooklyn,8,school organic,8,2017,0.0
Brooklyn,9,school organic,8,2017,0.0
Brooklyn,10,school organic,8,2017,0.0
Brooklyn,11,school organic,8,2017,0.0
Brooklyn,12,school organic,8,2017,0.0
Brooklyn,13,school organic,8,2017,0.0
Brooklyn,14,school organic,8,2017,0.0
Brooklyn,15,school organic,8,2017,0.0
Brooklyn,16,school organic,8,2017,0.0
Brooklyn,17,school organic,8,2017,0.0
Brooklyn,18,school organic,8,2017,0.0
Manhattan,1,school organic,8,2017,0.0
Manhattan,2,school organic,8,2017,0.0
Manhattan,3,school organic,8,2017,0.0
Manhattan,4,school organic,8,2017,0.0
Manhattan,5,school organic,8,2017,0.0
Manhattan,6,school organic,8,2017,0.0
Manhattan,7,school organic,8,2017,0.0
Manhattan,8,school organic,8,2017,0.0
Manhattan,9,school organic,8,2017,0.0
Manhattan,10,school organic,8,2017,0.0
Manhattan,11,school organic,8,2017,0.0
Manhattan,12,school organic,8,2017,0.0
Queens,1,school organic,8,2017,0.0
Queens,2,school organic,8,2017,0.0
Queens,3,school organic,8,2017,0.0
Queens,4,school organic,8,2017,0.0
Queens,5,school organic,8,2017,0.0
Queens,6,school organic,8,2017,0.0
Queens,7,school organic,8,2017,0.0
Queens,8,school organic,8,2017,0.0
Queens,9,school organic,8,2017,0.0
Queens,10,school organic,8,2017,0.0
Queens,11,school organic,8,2017,0.0
Queens,12,school organic,8,2017,0.0
Queens,13,school organic,8,2017,0.0
Queens,14,school organic,8,2017,0.0
Staten Island,1,school organic,8,2017,0.0
Staten Island,2,school organic,8,2017,0.0
Staten Island,3,school organic,8,2017,0.0
Bronx,1,school organic,7,2017,0.0
Bronx,2,school organic,7,2017,0.0
Bronx,3,school organic,7,2017,0.0
Bronx,4,school organic,7,2017,0.0
Bronx,5,school organic,7,2017,0.0
Bronx,6,school organic,7,2017,0.0
Bronx,7,school organic,7,2017,0.0
Bronx,8,school organic,7,2017,0.0
Bronx,9,school organic,7,2017,0.0
Bronx,10,school organic,7,2017,0.0
Bronx,11,school organic,7,2017,0.0
Bronx,12,school organic,7,2017,0.0
Brooklyn,1,school organic,7,2017,0.0
Brooklyn,2,school organic,7,2017,0.0
Brooklyn,3,school organic,7,2017,0.0
Brooklyn,4,school organic,7,2017,0.0
Brooklyn,5,school organic,7,2017,0.0
Brooklyn,6,school organic,7,2017,0.0
Brooklyn,7,school organic,7,2017,0.0
Brooklyn,8,school organic,7,2017,0.0
Brooklyn,9,school organic,7,2017,0.0
Brooklyn,10,school organic,7,2017,0.0
Brooklyn,11,school organic,7,2017,0.0
Brooklyn,12,school organic,7,2017,0.0
Brooklyn,13,school organic,7,2017,0.0
Brooklyn,14,school organic,7,2017,0.0
Brooklyn,15,school organic,7,2017,0.0
Brooklyn,16,school organic,7,2017,0.0
Brooklyn,17,school organic,7,2017,0.0
Brooklyn,18,school organic,7,2017,0.0
Manhattan,1,school organic,7,2017,0.0
Manhattan,2,school organic,7,2017,0.0
Manhattan,3,school organic,7,2017,0.0
Manhattan,4,school organic,7,2017,0.0
Manhattan,5,school organic,7,2017,0.0
Manhattan,6,school organic,7,2017,0.0
Manhattan,7,school organic,7,2017,0.0
Manhattan,8,school organic,7,2017,0.0
Manhattan,9,school organic,7,2017,0.0
Manhattan,10,school organic,7,2017,0.0
Manhattan,11,school organic,7,2017,0.0
Manhattan,12,school organic,7,2017,0.0
Queens,1,school organic,7,2017,0.0
Queens,2,school organic,7,2017,0.0
Queens,3,school organic,7,2017,0.0
Queens,4,school organic,7,2017,0.0
Queens,5,school organic,7,2017,0.0
Queens,6,school organic,7,2017,0.0
Queens,7,school organic,7,2017,0.0
Queens,8,school organic,7,2017,0.0
Queens,9,school organic,7,2017,0.0
Queens,10,school organic,7,2017,0.0
Queens,11,school organic,7,2017,0.0
Queens,12,school organic,7,2017,0.0
Queens,13,school organic,7,2017,0.0
Queens,14,school organic,7,2017,0.0
Staten Island,1,school organic,7,2017,0.0
Staten Island,2,school organic,7,2017,0.0
Staten Island,3,school organic,7,2017,0.0
Bronx,1,school organic,6,2017,0.0
Bronx,2,school organic,6,2017,0.0
Bronx,3,school organic,6,2017,0.0
Bronx,4,school organic,6,2017,0.0
Bronx,5,school organic,6,2017,0.0
Bronx,6,school organic,6,2017,82.2
Bronx,7,school organic,6,2017,0.0
Bronx,8,school organic,6,2017,0.0
Bronx,9,school organic,6,2017,0.0
Bronx,10,school organic,6,2017,0.0
Bronx,11,school organic,6,2017,0.0
Bronx,12,school organic,6,2017,0.0
Brooklyn,1,school organic,6,2017,0.0
Brooklyn,2,school organic,6,2017,20.6
Brooklyn,3,school organic,6,2017,0.0
Brooklyn,4,school organic,6,2017,0.0
Brooklyn,5,school organic,6,2017,0.0
Brooklyn,6,school organic,6,2017,37.5
Brooklyn,7,school organic,6,2017,0.0
Brooklyn,8,school organic,6,2017,15.5
Brooklyn,9,school organic,6,2017,26.8
Brooklyn,10,school organic,6,2017,0.0
Brooklyn,11,school organic,6,2017,62.6
Brooklyn,12,school organic,6,2017,0.0
Brooklyn,13,school organic,6,2017,0.0
Brooklyn,14,school organic,6,2017,0.0
Brooklyn,15,school organic,6,2017,0.0
Brooklyn,16,school organic,6,2017,0.0
Brooklyn,17,school organic,6,2017,0.0
Brooklyn,18,school organic,6,2017,0.0
Manhattan,1,school organic,6,2017,0.0
Manhattan,2,school organic,6,2017,10.9
Manhattan,3,school organic,6,2017,40.0
Manhattan,4,school organic,6,2017,0.0
Manhattan,5,school organic,6,2017,0.0
Manhattan,6,school organic,6,2017,0.0
Manhattan,7,school organic,6,2017,17.8
Manhattan,8,school organic,6,2017,0.0
Manhattan,9,school organic,6,2017,46.7
Manhattan,10,school organic,6,2017,0.0
Manhattan,11,school organic,6,2017,18.0
Manhattan,12,school organic,6,2017,26.2
Queens,1,school organic,6,2017,0.0
Queens,2,school organic,6,2017,0.0
Queens,3,school organic,6,2017,0.0
Queens,4,school organic,6,2017,0.0
Queens,5,school organic,6,2017,62.8
Queens,6,school organic,6,2017,0.0
Queens,7,school organic,6,2017,0.0
Queens,8,school organic,6,2017,0.0
Queens,9,school organic,6,2017,33.6
Queens,10,school organic,6,2017,0.0
Queens,11,school organic,6,2017,0.0
Queens,12,school organic,6,2017,0.0
Queens,13,school organic,6,2017,0.0
Queens,14,school organic,6,2017,0.0
Staten Island,1,school organic,6,2017,0.0
Staten Island,2,school organic,6,2017,32.7
Staten Island,3,school organic,6,2017,24.9
Bronx,1,school organic,5,2017,0.0
Bronx,2,school organic,5,2017,0.0
Bronx,3,school organic,5,2017,0.0
Bronx,4,school organic,5,2017,0.0
Bronx,5,school organic,5,2017,0.0
Bronx,6,school organic,5,2017,100.1
Bronx,7,school organic,5,2017,0.0
Bronx,8,school organic,5,2017,0.0
Bronx,9,school organic,5,2017,0.0
Bronx,10,school organic,5,2017,0.0
Bronx,11,school organic,5,2017,0.0
Bronx,12,school organic,5,2017,0.0
Brooklyn,1,school organic,5,2017,0.0
Brooklyn,2,school organic,5,2017,28.8
Brooklyn,3,school organic,5,2017,0.0
Brooklyn,4,school organic,5,2017,0.0
Brooklyn,5,school organic,5,2017,0.0
Brooklyn,6,school organic,5,2017,52.1
Brooklyn,7,school organic,5,2017,0.0
Brooklyn,8,school organic,5,2017,17.8
Brooklyn,9,school organic,5,2017,31.1
Brooklyn,10,school organic,5,2017,0.0
Brooklyn,11,school organic,5,2017,92.1
Brooklyn,12,school organic,5,2017,0.0
Brooklyn,13,school organic,5,2017,0.0
Brooklyn,14,school organic,5,2017,0.0
Brooklyn,15,school organic,5,2017,0.0
Brooklyn,16,school organic,5,2017,0.0
Brooklyn,17,school organic,5,2017,0.0
Brooklyn,18,school organic,5,2017,0.0
Manhattan,1,school organic,5,2017,0.0
Manhattan,2,school organic,5,2017,16.0
Manhattan,3,school organic,5,2017,52.8
Manhattan,4,school organic,5,2017,0.0
Manhattan,5,school organic,5,2017,0.0
Manhattan,6,school organic,5,2017,0.0
Manhattan,7,school organic,5,2017,40.0
Manhattan,8,school organic,5,2017,0.0
Manhattan,9,school organic,5,2017,75.8
Manhattan,10,school organic,5,2017,0.0
Manhattan,11,school organic,5,2017,23.2
Manhattan,12,school organic,5,2017,37.8
Queens,1,school organic,5,2017,0.0
Queens,2,school organic,5,2017,0.0
Queens,3,school organic,5,2017,0.0
Queens,4,school organic,5,2017,0.0
Queens,5,school organic,5,2017,90.4
Queens,6,school organic,5,2017,0.0
Queens,7,school organic,5,2017,0.0
Queens,8,school organic,5,2017,0.0
Queens,9,school organic,5,2017,40.2
Queens,10,school organic,5,2017,0.0
Queens,11,school organic,5,2017,0.0
Queens,12,school organic,5,2017,0.0
Queens,13,school organic,5,2017,0.0
Queens,14,school organic,5,2017,0.0
Staten Island,1,school organic,5,2017,0.0
Staten Island,2,school organic,5,2017,42.4
Staten Island,3,school organic,5,2017,32.1
Bronx,1,school organic,4,2017,0.0
Bronx,2,school organic,4,2017,0.0
Bronx,3,school organic,4,2017,0.0
Bronx,4,school organic,4,2017,0.0
Bronx,5,school organic,4,2017,0.0
Bronx,6,school organic,4,2017,50.2
Bronx,7,school organic,4,2017,0.0
Bronx,8,school organic,4,2017,0.0
Bronx,9,school organic,4,2017,0.0
Bronx,10,school organic,4,2017,0.0
Bronx,11,school organic,4,2017,0.0
Bronx,12,school organic,4,2017,0.0
Brooklyn,1,school organic,4,2017,0.0
Brooklyn,2,school organic,4,2017,18.8
Brooklyn,3,school organic,4,2017,0.0
Brooklyn,4,school organic,4,2017,0.0
Brooklyn,5,school organic,4,2017,0.0
Brooklyn,6,school organic,4,2017,33.0
Brooklyn,7,school organic,4,2017,0.0
Brooklyn,8,school organic,4,2017,10.6
Brooklyn,9,school organic,4,2017,20.9
Brooklyn,10,school organic,4,2017,0.0
Brooklyn,11,school organic,4,2017,55.1
Brooklyn,12,school organic,4,2017,0.0
Brooklyn,13,school organic,4,2017,0.0
Brooklyn,14,school organic,4,2017,0.0
Brooklyn,15,school organic,4,2017,0.0
Brooklyn,16,school organic,4,2017,0.0
Brooklyn,17,school organic,4,2017,0.0
Brooklyn,18,school organic,4,2017,0.0
Manhattan,1,school organic,4,2017,0.0
Manhattan,2,school organic,4,2017,11.3
Manhattan,3,school organic,4,2017,36.9
Manhattan,4,school organic,4,2017,0.0
Manhattan,5,school organic,4,2017,0.0
Manhattan,6,school organic,4,2017,0.0
Manhattan,7,school organic,4,2017,23.3
Manhattan,8,school organic,4,2017,0.0
Manhattan,9,school organic,4,2017,49.5
Manhattan,10,school organic,4,2017,0.0
Manhattan,11,school organic,4,2017,16.5
Manhattan,12,school organic,4,2017,21.8
Queens,1,school organic,4,2017,0.0
Queens,2,school organic,4,2017,0.0
Queens,3,school organic,4,2017,0.0
Queens,4,school organic,4,2017,0.0
Queens,5,school organic,4,2017,57.7
Queens,6,school organic,4,2017,0.0
Queens,7,school organic,4,2017,0.0
Queens,8,school organic,4,2017,0.0
Queens,9,school organic,4,2017,24.6
Queens,10,school organic,4,2017,0.0
Queens,11,school organic,4,2017,0.0
Queens,12,school organic,4,2017,0.0
Queens,13,school organic,4,2017,0.0
Queens,14,school organic,4,2017,0.0
Staten Island,1,school organic,4,2017,0.0
Staten Island,2,school organic,4,2017,23.4
Staten Island,3,school organic,4,2017,21.5
Bronx,1,school organic,3,2017,0.0
Bronx,2,school organic,3,2017,0.0
Bronx,3,school organic,3,2017,0.0
Bronx,4,school organic,3,2017,0.0
Bronx,5,school organic,3,2017,0.0
Bronx,6,school organic,3,2017,84.8
Bronx,7,school organic,3,2017,0.0
Bronx,8,school organic,3,2017,0.0
Bronx,9,school organic,3,2017,0.0
Bronx,10,school organic,3,2017,0.0
Bronx,11,school organic,3,2017,0.0
Bronx,12,school organic,3,2017,0.0
Brooklyn,1,school organic,3,2017,0.0
Brooklyn,2,school organic,3,2017,32.2
Brooklyn,3,school organic,3,2017,0.0
Brooklyn,4,school organic,3,2017,0.0
Brooklyn,5,school organic,3,2017,0.0
Brooklyn,6,school organic,3,2017,46.8
Brooklyn,7,school organic,3,2017,0.0
Brooklyn,8,school organic,3,2017,15.7
Brooklyn,9,school organic,3,2017,31.3
Brooklyn,10,school organic,3,2017,0.0
Brooklyn,11,school organic,3,2017,85.3
Brooklyn,12,school organic,3,2017,0.0
Brooklyn,13,school organic,3,2017,0.0
Brooklyn,14,school organic,3,2017,0.0
Brooklyn,15,school organic,3,2017,0.0
Brooklyn,16,school organic,3,2017,0.0
Brooklyn,17,school organic,3,2017,0.0
Brooklyn,18,school organic,3,2017,0.0
Manhattan,1,school organic,3,2017,0.0
Manhattan,2,school organic,3,2017,16.6
Manhattan,3,school organic,3,2017,58.4
Manhattan,4,school organic,3,2017,0.0
Manhattan,5,school organic,3,2017,0.0
Manhattan,6,school organic,3,2017,0.0
Manhattan,7,school organic,3,2017,30.4
Manhattan,8,school organic,3,2017,0.0
Manhattan,9,school organic,3,2017,73.4
Manhattan,10,school organic,3,2017,0.0
Manhattan,11,school organic,3,2017,23.9
Manhattan,12,school organic,3,2017,34.0
Queens,1,school organic,3,2017,0.0
Queens,2,school organic,3,2017,0.0
Queens,3,school organic,3,2017,0.0
Queens,4,school organic,3,2017,0.0
Queens,5,school organic,3,2017,96.6
Queens,6,school organic,3,2017,0.0
Queens,7,school organic,3,2017,0.0
Queens,8,school organic,3,2017,0.0
Queens,9,school organic,3,2017,37.3
Queens,10,school organic,3,2017,0.0
Queens,11,school organic,3,2017,0.0
Queens,12,school organic,3,2017,0.0
Queens,13,school organic,3,2017,0.0
Queens,14,school organic,3,2017,0.0
Staten Island,1,school organic,3,2017,0.0
Staten Island,2,school organic,3,2017,38.4
Staten Island,3,school organic,3,2017,29.1
Bronx,1,school organic,2,2017,0.0
Bronx,2,school organic,2,2017,0.0
Bronx,3,school organic,2,2017,0.0
Bronx,4,school organic,2,2017,0.0
Bronx,5,school organic,2,2017,0.0
Bronx,6,school organic,2,2017,55.8
Bronx,7,school organic,2,2017,0.0
Bronx,8,school organic,2,2017,0.0
Bronx,9,school organic,2,2017,0.0
Bronx,10,school organic,2,2017,0.0
Bronx,11,school organic,2,2017,0.0
Bronx,12,school organic,2,2017,0.0
Brooklyn,1,school organic,2,2017,0.0
Brooklyn,2,school organic,2,2017,21.4
Brooklyn,3,school organic,2,2017,0.0
Brooklyn,4,school organic,2,2017,0.0
Brooklyn,5,school organic,2,2017,0.0
Brooklyn,6,school organic,2,2017,31.8
Brooklyn,7,school organic,2,2017,0.0
Brooklyn,8,school organic,2,2017,12.1
Brooklyn,9,school organic,2,2017,23.4
Brooklyn,10,school organic,2,2017,0.0
Brooklyn,11,school organic,2,2017,58.5
Brooklyn,12,school organic,2,2017,0.0
Brooklyn,13,school organic,2,2017,0.0
Brooklyn,14,school organic,2,2017,0.0
Brooklyn,15,school organic,2,2017,0.0
Brooklyn,16,school organic,2,2017,0.0
Brooklyn,17,school organic,2,2017,0.0
Brooklyn,18,school organic,2,2017,0.0
Manhattan,1,school organic,2,2017,0.0
Manhattan,2,school organic,2,2017,13.1
Manhattan,3,school organic,2,2017,33.0
Manhattan,4,school organic,2,2017,0.0
Manhattan,5,school organic,2,2017,0.0
Manhattan,6,school organic,2,2017,0.0
Manhattan,7,school organic,2,2017,24.1
Manhattan,8,school organic,2,2017,0.0
Manhattan,9,school organic,2,2017,55.1
Manhattan,10,school organic,2,2017,0.0
Manhattan,11,school organic,2,2017,16.2
Manhattan,12,school organic,2,2017,22.4
Queens,1,school organic,2,2017,0.0
Queens,2,school organic,2,2017,0.0
Queens,3,school organic,2,2017,0.0
Queens,4,school organic,2,2017,0.0
Queens,5,school organic,2,2017,57.1
Queens,6,school organic,2,2017,0.0
Queens,7,school organic,2,2017,0.0
Queens,8,school organic,2,2017,0.0
Queens,9,school organic,2,2017,24.1
Queens,10,school organic,2,2017,0.0
Queens,11,school organic,2,2017,0.0
Queens,12,school organic,2,2017,0.0
Queens,13,school organic,2,2017,0.0
Queens,14,school organic,2,2017,0.0
Staten Island,1,school organic,2,2017,0.0
Staten Island,2,school organic,2,2017,25.8
Staten Island,3,school organic,2,2017,21.0
Bronx,1,school organic,1,2017,0.0
Bronx,2,school organic,1,2017,0.0
Bronx,3,school organic,1,2017,0.0
Bronx,4,school organic,1,2017,0.0
Bronx,5,school organic,1,2017,0.0
Bronx,6,school organic,1,2017,71.1
Bronx,7,school organic,1,2017,0.0
Bronx,8,school organic,1,2017,0.0
Bronx,9,school organic,1,2017,0.0
Bronx,10,school organic,1,2017,0.0
Bronx,11,school organic,1,2017,0.0
Bronx,12,school organic,1,2017,0.0
Brooklyn,1,school organic,1,2017,0.0
Brooklyn,2,school organic,1,2017,28.9
Brooklyn,3,school organic,1,2017,0.0
Brooklyn,4,school organic,1,2017,0.0
Brooklyn,5,school organic,1,2017,0.0
Brooklyn,6,school organic,1,2017,45.2
Brooklyn,7,school organic,1,2017,0.0
Brooklyn,8,school organic,1,2017,17.6
Brooklyn,9,school organic,1,2017,31.5
Brooklyn,10,school organic,1,2017,0.0
Brooklyn,11,school organic,1,2017,81.7
Brooklyn,12,school organic,1,2017,0.0
Brooklyn,13,school organic,1,2017,0.0
Brooklyn,14,school organic,1,2017,0.0
Brooklyn,15,school organic,1,2017,0.0
Brooklyn,16,school organic,1,2017,0.0
Brooklyn,17,school organic,1,2017,0.0
Brooklyn,18,school organic,1,2017,0.0
Manhattan,1,school organic,1,2017,0.0
Manhattan,2,school organic,1,2017,15.4
Manhattan,3,school organic,1,2017,48.0
Manhattan,4,school organic,1,2017,0.0
Manhattan,5,school organic,1,2017,0.0
Manhattan,6,school organic,1,2017,0.0
Manhattan,7,school organic,1,2017,31.9
Manhattan,8,school organic,1,2017,0.0
Manhattan,9,school organic,1,2017,70.3
Manhattan,10,school organic,1,2017,0.0
Manhattan,11,school organic,1,2017,22.8
Manhattan,12,school organic,1,2017,25.5
Queens,1,school organic,1,2017,0.0
Queens,2,school organic,1,2017,0.0
Queens,3,school organic,1,2017,0.0
Queens,4,school organic,1,2017,0.0
Queens,5,school organic,1,2017,82.5
Queens,6,school organic,1,2017,0.0
Queens,7,school organic,1,2017,0.0
Queens,8,school organic,1,2017,0.0
Queens,9,school organic,1,2017,34.0
Queens,10,school organic,1,2017,0.0
Queens,11,school organic,1,2017,0.0
Queens,12,school organic,1,2017,0.0
Queens,13,school organic,1,2017,0.0
Queens,14,school organic,1,2017,0.0
Staten Island,1,school organic,1,2017,0.0
Staten Island,2,school organic,1,2017,38.7
Staten Island,3,school organic,1,2017,30.4
Bronx,1,leaves organic,12,2017,0.0
Bronx,2,leaves organic,12,2017,0.0
Bronx,3,leaves organic,12,2017,0.0
Bronx,4,leaves organic,12,2017,0.0
Bronx,5,leaves organic,12,2017,0.0
Bronx,6,leaves organic,12,2017,0.0
Bronx,7,leaves organic,12,2017,0.0
Bronx,8,leaves organic,12,2017,12.0
Bronx,9,leaves organic,12,2017,0.0
Bronx,10,leaves organic,12,2017,6.7
Bronx,11,leaves organic,12,2017,21.7
Bronx,12,leaves organic,12,2017,0.0
Brooklyn,1,leaves organic,12,2017,0.0
Brooklyn,2,leaves organic,12,2017,0.0
Brooklyn,3,leaves organic,12,2017,0.0
Brooklyn,4,leaves organic,12,2017,0.0
Brooklyn,5,leaves organic,12,2017,0.0
Brooklyn,6,leaves organic,12,2017,0.0
Brooklyn,7,leaves organic,12,2017,0.0
Brooklyn,8,leaves organic,12,2017,7.0
Brooklyn,9,leaves organic,12,2017,0.0
Brooklyn,10,leaves organic,12,2017,0.0
Brooklyn,11,leaves organic,12,2017,0.0
Brooklyn,12,leaves organic,12,2017,0.0
Brooklyn,13,leaves organic,12,2017,0.0
Brooklyn,14,leaves organic,12,2017,0.0
Brooklyn,15,leaves organic,12,2017,0.0
Brooklyn,16,leaves organic,12,2017,0.0
Brooklyn,17,leaves organic,12,2017,0.0
Brooklyn,18,leaves organic,12,2017,0.0
Manhattan,1,leaves organic,12,2017,0.0
Manhattan,2,leaves organic,12,2017,0.0
Manhattan,3,leaves organic,12,2017,0.0
Manhattan,4,leaves organic,12,2017,0.0
Manhattan,5,leaves organic,12,2017,0.0
Manhattan,6,leaves organic,12,2017,0.0
Manhattan,7,leaves organic,12,2017,0.0
Manhattan,8,leaves organic,12,2017,0.0
Manhattan,9,leaves organic,12,2017,0.0
Manhattan,10,leaves organic,12,2017,0.0
Manhattan,11,leaves organic,12,2017,0.0
Manhattan,12,leaves organic,12,2017,0.0
Queens,1,leaves organic,12,2017,25.6
Queens,2,leaves organic,12,2017,0.0
Queens,3,leaves organic,12,2017,17.1
Queens,4,leaves organic,12,2017,8.2
Queens,5,leaves organic,12,2017,0.0
Queens,6,leaves organic,12,2017,72.0
Queens,7,leaves organic,12,2017,0.0
Queens,8,leaves organic,12,2017,48.3
Queens,9,leaves organic,12,2017,0.0
Queens,10,leaves organic,12,2017,0.0
Queens,11,leaves organic,12,2017,0.0
Queens,12,leaves organic,12,2017,208.1
Queens,13,leaves organic,12,2017,159.2
Queens,14,leaves organic,12,2017,0.0
Staten Island,1,leaves organic,12,2017,10.3
Staten Island,2,leaves organic,12,2017,6.3
Staten Island,3,leaves organic,12,2017,12.9
Bronx,1,leaves organic,11,2017,0.0
Bronx,2,leaves organic,11,2017,0.0
Bronx,3,leaves organic,11,2017,0.0
Bronx,4,leaves organic,11,2017,0.0
Bronx,5,leaves organic,11,2017,2.8
Bronx,6,leaves organic,11,2017,0.0
Bronx,7,leaves organic,11,2017,13.3
Bronx,8,leaves organic,11,2017,31.9
Bronx,9,leaves organic,11,2017,5.0
Bronx,10,leaves organic,11,2017,18.7
Bronx,11,leaves organic,11,2017,64.5
Bronx,12,leaves organic,11,2017,0.0
Brooklyn,1,leaves organic,11,2017,0.0
Brooklyn,2,leaves organic,11,2017,0.0
Brooklyn,3,leaves organic,11,2017,0.0
Brooklyn,4,leaves organic,11,2017,0.0
Brooklyn,5,leaves organic,11,2017,12.6
Brooklyn,6,leaves organic,11,2017,0.0
Brooklyn,7,leaves organic,11,2017,0.0
Brooklyn,8,leaves organic,11,2017,5.0
Brooklyn,9,leaves organic,11,2017,8.4
Brooklyn,10,leaves organic,11,2017,0.0
Brooklyn,11,leaves organic,11,2017,0.0
Brooklyn,12,leaves organic,11,2017,0.0
Brooklyn,13,leaves organic,11,2017,0.0
Brooklyn,14,leaves organic,11,2017,63.8
Brooklyn,15,leaves organic,11,2017,0.0
Brooklyn,16,leaves organic,11,2017,0.0
Brooklyn,17,leaves organic,11,2017,39.4
Brooklyn,18,leaves organic,11,2017,152.1
Manhattan,1,leaves organic,11,2017,0.0
Manhattan,2,leaves organic,11,2017,0.0
Manhattan,3,leaves organic,11,2017,0.0
Manhattan,4,leaves organic,11,2017,0.0
Manhattan,5,leaves organic,11,2017,0.0
Manhattan,6,leaves organic,11,2017,0.0
Manhattan,7,leaves organic,11,2017,0.0
Manhattan,8,leaves organic,11,2017,0.0
Manhattan,9,leaves organic,11,2017,0.0
Manhattan,10,leaves organic,11,2017,0.0
Manhattan,11,leaves organic,11,2017,0.0
Manhattan,12,leaves organic,11,2017,0.0
Queens,1,leaves organic,11,2017,13.3
Queens,2,leaves organic,11,2017,0.0
Queens,3,leaves organic,11,2017,11.1
Queens,4,leaves organic,11,2017,5.1
Queens,5,leaves organic,11,2017,0.0
Queens,6,leaves organic,11,2017,62.7
Queens,7,leaves organic,11,2017,0.0
Queens,8,leaves organic,11,2017,82.4
Queens,9,leaves organic,11,2017,0.0
Queens,10,leaves organic,11,2017,0.0
Queens,11,leaves organic,11,2017,0.0
Queens,12,leaves organic,11,2017,155.3
Queens,13,leaves organic,11,2017,105.9
Queens,14,leaves organic,11,2017,0.0
Staten Island,1,leaves organic,11,2017,161.2
Staten Island,2,leaves organic,11,2017,203.6
Staten Island,3,leaves organic,11,2017,431.9
Bronx,1,leaves organic,10,2017,0.0
Bronx,2,leaves organic,10,2017,0.0
Bronx,3,leaves organic,10,2017,0.0
Bronx,4,leaves organic,10,2017,0.0
Bronx,5,leaves organic,10,2017,0.0
Bronx,6,leaves organic,10,2017,0.0
Bronx,7,leaves organic,10,2017,0.0
